COMPRADOR;FORNECEDOR;NUMERO_PEDIDO;LOJA_DESTINO;DATA_EMISSAO;DATA_PREV_ENTREGA;DATA_LIMITE_ENTREGA;CODIGO_PRODUTO;DESCRICAO;QTD_EMBALAGEM;QUANTIDADE_PEDIDA;QUANTIDADE_ATENDIDA;PERC_ATENDIMENTO;STATUS_ENTREGA;STATUS_PEDIDO
WERTER;1792 - MILTON R.MARQUES/A.PERES/J ROS;117981;7;05/09/2026;12/09/2026;25/09/2026;2651;MEL CAMPEIRO 500G;1;24;0;0;AGUARDANDO;ATIVO
WERTER;1792 - MILTON R.MARQUES/A.PERES/J ROS;117981;7;05/09/2026;12/09/2026;25/09/2026;2654;MEL CAMPEIRO 310G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117980;18;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117980;18;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117980;18;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117980;18;05/09/2026;10/09/2026;25/09/2026;7410;PATE EXCELSIOR 100G PRESUNTO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117980;18;05/09/2026;10/09/2026;25/09/2026;38097;CEBOLA ANEIS EXCELSIOR 400G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117979;17;05/09/2026;10/09/2026;25/09/2026;7186;MORTAD EXCELSIOR 400G C TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117979;17;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117979;17;05/09/2026;10/09/2026;25/09/2026;35325;SALSICHA EXCELSIOR 19CM KG;1;48;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117977;14;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117977;14;05/09/2026;10/09/2026;25/09/2026;7402;PATE EXCELSIOR 100G FIGADO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117977;14;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117977;14;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117976;13;05/09/2026;10/09/2026;25/09/2026;7186;MORTAD EXCELSIOR 400G C TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117976;13;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;5774;ERVILHA EXCELSIOR CONG 300G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;7182;MORTADELA EXCELSIOR 180G DEFUMADA;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;7187;MORTAD EXCELSIOR 400G S TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;9980;PATE EXCELSIOR 100G BACON;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;9981;PATE EXCELSIOR 250G FGO C ERVAS;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;9982;PATE EXCELSIOR 250G PRESUNTO;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;11306;LING EXCELSIOR DEF FINA 215G;1;48;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;11507;MORTAD EXCELSIOR FGO KG INTEIRA;1;18;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;11698;PEITO FGO EXCELSIOR DEF KG INT;1;10;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117975;12;05/09/2026;10/09/2026;25/09/2026;22103;POLENTA EXCELSIOR PALITO 1KG;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;50;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;7186;MORTAD EXCELSIOR 400G C TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;9981;PATE EXCELSIOR 250G FGO C ERVAS;1;48;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;9982;PATE EXCELSIOR 250G PRESUNTO;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;11306;LING EXCELSIOR DEF FINA 215G;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;31857;PEITO FGO EXCELSIOR DEF 180G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;35325;SALSICHA EXCELSIOR 19CM KG;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117974;11;05/09/2026;10/09/2026;25/09/2026;38097;CEBOLA ANEIS EXCELSIOR 400G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117973;8;05/09/2026;10/09/2026;25/09/2026;7186;MORTAD EXCELSIOR 400G C TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117973;8;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117973;8;05/09/2026;10/09/2026;25/09/2026;11792;PRES EXCELSIOR FAT 180G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117972;7;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117972;7;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117972;7;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117972;7;05/09/2026;10/09/2026;25/09/2026;11306;LING EXCELSIOR DEF FINA 215G;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117972;7;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;7186;MORTAD EXCELSIOR 400G C TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;9982;PATE EXCELSIOR 250G PRESUNTO;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117971;6;05/09/2026;10/09/2026;25/09/2026;11306;LING EXCELSIOR DEF FINA 215G;1;48;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117970;5;05/09/2026;10/09/2026;25/09/2026;7186;MORTAD EXCELSIOR 400G C TOUC;1;16;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117970;5;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117970;5;05/09/2026;10/09/2026;25/09/2026;38097;CEBOLA ANEIS EXCELSIOR 400G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;7402;PATE EXCELSIOR 100G FIGADO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;7405;PATE EXCELSIOR 100G PEITO FGO DEF;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;9196;COUVE FLOR EXCELSIOR CONG 300G;1;10;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;11698;PEITO FGO EXCELSIOR DEF KG INT;1;10;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;11792;PRES EXCELSIOR FAT 180G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117969;4;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;4353;BATATA PRE FRIT EXCELSIOR CONG 400G;1;25;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;7327;PAO QUEIJO EXCELSIOR 400G;1;50;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;7405;PATE EXCELSIOR 100G PEITO FGO DEF;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;9196;COUVE FLOR EXCELSIOR CONG 300G;1;10;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;9980;PATE EXCELSIOR 100G BACON;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;9981;PATE EXCELSIOR 250G FGO C ERVAS;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;10023;POLENTA EXCELSIOR PALITO CONG 400G;1;10;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;10561;APRESUNTADO EXCELSIOR FAT 180G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;11507;MORTAD EXCELSIOR FGO KG INTEIRA;1;18;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;11698;PEITO FGO EXCELSIOR DEF KG INT;1;10;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;108;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117968;3;05/09/2026;10/09/2026;25/09/2026;34521;PATE EXCELSIOR 250G FGO;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117967;2;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117967;2;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117967;2;05/09/2026;10/09/2026;25/09/2026;9980;PATE EXCELSIOR 100G BACON;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117967;2;05/09/2026;10/09/2026;25/09/2026;9981;PATE EXCELSIOR 250G FGO C ERVAS;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117967;2;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;72;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117967;2;05/09/2026;10/09/2026;25/09/2026;38097;CEBOLA ANEIS EXCELSIOR 400G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117966;1;05/09/2026;10/09/2026;25/09/2026;7403;PATE EXCELSIOR 100G FGO;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117966;1;05/09/2026;10/09/2026;25/09/2026;7404;PATE EXCELSIOR 100G FGO E ERVAS;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117966;1;05/09/2026;10/09/2026;25/09/2026;9980;PATE EXCELSIOR 100G BACON;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117966;1;05/09/2026;10/09/2026;25/09/2026;11792;PRES EXCELSIOR FAT 180G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;7344 - EXCELSIOR ALIMENTOS S.A.;117966;1;05/09/2026;10/09/2026;25/09/2026;21768;PATE EXCELSIOR 100G CEBOLA SALSA;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13171;BEB LACT CAROLINA 1250G ACAI BANANA;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13173;BEB LACT CAROLINA 1250G MOR;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13174;BEB LACT CAROLINA 1250G SALAD FRUT;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13175;BEB LACT CAROLINA 150G ACAI MOR;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13179;BEB LACT CAROLINA 150G MOR;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13180;BEB LACT CAROLINA 150G SAL FRU;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13188;BEB LACT CAROLINA 800G MOR;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13189;BEB LACT CAROLINA 800G SALAD FRUT;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13197;BEB LACT CAROLINA C POLPA 150G AC GUA;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13198;BEB LACT CAROLINA C POLPA 800G AC GUA;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;13200;BEB LACT CAROLINA KIDS C FLOC 125G;1;48;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;19395;IOG CAROLINA 1250G ABA COCO;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;19405;IOG CAROLINA GRECO 90G FLOCOS;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;19414;IOG CAROLINA LAVITA 800G MORANGO;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;19424;IOG CAROLINA SEMI DESN 90G MOR;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;19426;IOG CAROLINA WHEY 160G ACAI BANANA;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;20028;LEITE FERM CAROLINA 115G;1;30;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;20900;MIST REQ CAROLINA 180G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;22925;REQ CAROLINA AMIDO 400G;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;22926;REQ CAROLINA CHEDDAR 180G;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;22928;REQ CAROLINA CREM 400G;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;24413;SOBR CAROLINA 180G CHOC;1;32;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117965;18;05/09/2026;10/09/2026;25/09/2026;36204;SOBR CAROLINA 125G BEIJINHO;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13172;BEB LACT CAROLINA 1250G FRU VERM;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13173;BEB LACT CAROLINA 1250G MOR;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13174;BEB LACT CAROLINA 1250G SALAD FRUT;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13175;BEB LACT CAROLINA 150G ACAI MOR;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13177;BEB LACT CAROLINA 150G FRU VERM;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13179;BEB LACT CAROLINA 150G MOR;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13181;BEB LACT CAROLINA 360G MOR COCO;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13182;BEB LACT CAROLINA 510G MOR;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13183;BEB LACT CAROLINA 510G MOR COCO;1;40;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13184;BEB LACT CAROLINA 510G MOR SAL FRU;1;20;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13185;BEB LACT CAROLINA 800G COCO;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13186;BEB LACT CAROLINA 800G FRU VERM;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13187;BEB LACT CAROLINA 800G GRAVIOLA;1;6;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13194;BEB LACT CAROLINA BIBIBITS 125G MARR;1;12;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13195;BEB LACT CAROLINA BIBIBITS 125G ROSA;1;24;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13196;BEB LACT CAROLINA BIBIBITS 125G VERM;1;36;0;0;AGUARDANDO;ATIVO
SANDRO;13379 - LATICINIOS CAROLINA LTDA;117964;17;05/09/2026;10/09/2026;25/09/2026;13197;BEB LACT CAROLINA C POLPA 150G AC GUA;1;12;0;0;AGUARDANDO;ATIVO
