CODIGO_EMPRESA	CODIGO_PRODUTO	DESCRICAO_PRODUTO	QUANTIDADE_DISPONIVEL	QTD_VENDIDA	QUANTIDADE_ESTOQUE_MINIMO	QUANTIDADE_ESTOQUE_MAXIMO	ESTOQUE_CD15
4	37755	MIST P SAGU NEILAR VINHO 150 G	0	0	0	0	0
4	21038	MOL BARBECUE ODERICH PREMIUM 400G	13	0	12	24	59
4	2729	MOLHO ALHO EXTREMO SABOR 250ML	14	0	10	22	84
4	34471	MOLHO DE PIMENTA VAL 150G	25	0	18	42	2623
4	2892	MOLHO INGLES EXTREMO SABOR 250ML	11	1	10	22	24
4	2894	MOLHO INGLES KITANO 150ML	12	2	10	22	60
4	2921	MOLHO PIMENT TRISANTI 250G SWEET CHILI	12	0	6	12	0
4	2927	MOLHO PIMENTA KITANO 150ML	18	0	10	22	108
4	34569	MOLHO PIMENTA NOVITA 150ML VERMELHA	24	0	12	24	108
4	38274	MOLHO PIMENTA SABOR CASEIRO 1 01K	10	2	6	12	330
4	34576	MOLHO SALADA SALSARETTI 235ML FRESH	19	2	10	22	144
4	34577	MOLHO SALADA SALSARETTI 235ML ITALIAN	15	2	10	22	0
4	2961	MOLHO SHOYU EXTREMO SABOR 250ML	18	0	12	24	24
4	2962	MOLHO SHOYU KITANO 150ML	25	0	10	22	84
4	2584	MOLHO TOM FUGINI SH 300G PIZZA	153	0	26	62	1348
4	2601	MOLHO TOM POMAROLA SH 300G CASEIRO CLASSICO	25	0	24	48	802
4	3851	MOLHO TOM SALSARETTI SH 300G PASSATA RUSTICA	2	0	24	56	160
4	21250	MOSTARDA MOSTARDOG BD 1K	18	0	10	22	36
4	983	MOSTARDA ODERICH 7G SH 140U	9	1	7	10	1
4	984	MOSTARDA ODERICH BD 3KG	12	0	6	12	6
4	3092	MOSTARDA ODERICH TRADICIONAL 190G BISNAGA	63	0	42	66	264
4	34324	PALITINHO KLAIN 138G BACON	1	0	6	10	
4	34326	PALITINHO KLAIN 138G CALABRESA	16	0	6	10	
4	34327	PALITINHO KLAIN 138G CHURRASCO	0	0	6	10	
4	34325	PALITINHO KLAIN 138G PIZZA	-14	2	6	10	
4	1890	PASTILHA TIC TAC 14 5G LARANJA	21	2	28	42	0
4	1888	PASTILHA TIC TAC 14 5G MENTA	12	2	10	24	0
4	2419	PATE ODERICH LT 100G CARNE	25	0	20	44	431
4	2421	PATE ODERICH LT 100G PERU	27	0	20	44	481
4	21784	PE MOLEQUE STO ANTONIO AC MASC MEL 200G	150	0	6	16	
4	33441	PEPINO JUREIA TRAD VD 1 8KG	8	1	4	10	18
4	38342	PIRULITO PRINC POP TATTOO 120G MOR	0	0	0	0	0
4	3805	PO P SORVETE APTI 120G CREME	19	0	12	24	156
4	1956	RAPAD STO ANTONIO 400G AMENDOIM	55	1	18	48	
4	3656	SAL TEMP PARRILLA CAMPERO 500G TRAD	229	1	9	24	
4	33231	SALG BAT RUFFLES TUBO 100G SOUR CREAM	1	1	10	24	0
4	37615	SALG BATATA LAYS COPA 62G QJO	26	0	0	0	
4	37624	SALG BATATA LAYS LISA 62G CLASSICA	78	0	0	0	
4	37629	SALG DORITOS 11OG DINAMITA FLAMIN HOT	0	0	0	0	
4	37631	SALG DORITOS DINAMITA 110G PIM MEXICANA	25	2	0	0	
4	3152	SALG ITALIANY 100G	177	0	28	52	
4	3290	SALG YOKITOS CONCHINHA 54G PRESUNTO	37	0	18	48	
4	3433	SOPA CARNE MAGGI 63G CONCHINHAS	0	0	30	50	0
4	35628	SOPA DE CANECA NEILAR 18G CARNE C BATATA	8	0	68	140	0
4	3499	TEMP ACAFRAO TOP FEST 20G	210	0	9	24	0
4	3522	TEMP ADOBO TOP FEST 15G MISTO	213	0	9	24	
4	3667	TEMP BICARBONATO SODIO TOP FES 100G	636	0	9	24	
4	3588	TEMP CAMPEIRO 30G ALHO SALSA OREG	214	0	9	24	
4	3504	TEMP CANELA MOIDA TOP FEST 20G	888	1	9	24	
4	3563	TEMP CEBOLA ALHO SALSA CAMPERO 30G	210	1	9	24	
4	3741	TEMP KITANO 40G CEBOLA ALHO SALSA	25	0	16	40	
4	3577	TEMP MISTO CAMPERO 30G DUCHEF	211	0	9	24	
4	38268	TEMP MISTO DUCHEF CAMPERO 10G	0	0	15	30	0
4	3683	TEMP ODERICH 300G ALHO SAL	33	0	24	48	0
4	3551	TEMP OREGANO TOP FEST 20G	420	0	9	24	
4	3520	TEMP PIMENTA CALABRESA TOP FEST 15G	214	0	9	24	
4	3760	TEMP TOQUE CHEF 120G GRELHADOS	19	0	16	40	
4	1734	TETA NEGA BEL C 50	9	2	6	12	0
4	1664	WAFER PASSION 80G LIMAO	83	0	60	120	0
5	757	ACUCAR CRISTAL SAO JOAO 1KG	153	0	120	180	4469
5	3049	ACUCAR MAGRO LIGHT C STEVIA 400G	12	0	20	40	0
5	3004	ADOCANTE LOWCUCAR MAGRO DIET 100ML	23	1	10	22	12
5	1060	ALFAJOR PANINE 320G DOCE LEITE	10	0	6	16	2
5	3722	ALHO PICADO ALHOSTIN 200G	48	0	22	46	153
5	37551	AMEND YOKI JAPONES 120G	24	0	0	0	
5	2375	ATUM PEDACOS G COSTA 170G OLEO	91	1	30	54	0
5	2344	ATUM RALADO G COSTA 170G NATURAL	59	0	26	50	48
5	2377	ATUM SOLIDO G COSTA 170G OLEO	34	1	30	54	175
5	38548	AZEITONA FATIADA RIVOLI 1 01KG	0	0	0	0	0
5	38546	AZEITONA RIVOLI C CAROCO 1 01KG	0	0	0	0	0
5	38545	AZEITONA RIVOLI C PIMENTAO 1 01KG	0	0	0	0	0
5	38547	AZEITONA S CAROCO RIVOLI 1 01KG	0	0	0	0	0
5	2322	AZEITONA VDE V FERTIL SH 150G C CAR	68	0	18	42	287
5	38544	AZEITONA VERDE RIVOLI C CAROCO 500G	0	0	0	0	0
5	12807	BALA FRUITTELLA MOR 41G 15UN	106	1	9	24	
5	1814	BALA GOMA DORI GOMETS 150G SINO	107	2	36	72	216
5	1119	BALA PIETROBON 170G ALGODAO DOCE	39	1	32	72	0
5	1147	BALA ST ANTONIO BANANA 150G	31	1	24	64	
5	38172	BALA STICK BRUXOLITA Q PINTA 12 3G	0	0	0	0	0
5	13071	BAR STO ANT AMENDOBAR WHEY 40G CHOC	94	1	44	116	
5	13072	BARR STO ANTONIO AMENDOBAR WHEY 40G ORIG	82	1	44	188	
5	3324	BARRA CEREAL NATURALE 22G DOCE DE LEITE	195	1	160	320	119
5	3401	BARRA CEREAL RITTER 25G BANANA ZR ACUC	49	0	18	42	2544
5	1005	BATATA PALHA NA MESA EXTRA FINA 90G	29	2	18	48	
5	2352	BETERRABA CONS JUREIA 300G	7	2	6	12	5
5	13285	BISC AMEND PANINE 250G	7	1	12	30	0
5	33692	BISC DOCE SOTT 230G ORELINHA	15	0	6	10	
5	1063	BISC DOMELLY POLVILHO 80G QJO	13	0	12	24	276
5	1425	BISC MARIA GERMANI 345G CHOC	33	0	16	36	360
5	1428	BISC MARIA ISABELA 350G CHOC	24	0	18	42	0
5	13397	BISC MILHO CROCANTE KLAIN 240G	0	0	6	10	
5	1435	BISC RECH GLUB 100G MORANGO	43	0	30	60	3030
5	1229	BISC ROSQ GERMANI COCO 350G	23	0	16	36	580
5	1613	BISC SALG ISABELA 350G PIC NIC	23	2	18	42	192
5	1569	BISC SALG ZEZE MIGNON 60G GALETO	24	0	22	46	0
5	1620	BISC SORT DOMELLY JOCE 300G	19	0	16	36	1416
5	1093	BISC SOTT BROA POLVILHO DOCE 200G	16	0	6	10	0
5	1331	BISC SOTT GROSTOLI ITALIANO 250G	16	2	6	10	
5	38054	BOMBOM AMOR CARIOCA 900G	0	0	300	600	0
5	35236	BOMBOM LACTA OREO 20G	39	0	19	46	2700
5	2143	CAFE SOL 3C VD 200G TRAD	21	2	10	22	12
5	38353	CAFE SOL IGUACU GRAN CLASS VD 160G	0	0	12	24	96
5	15182	CAFE SOL NESCAFE MATINAL VD 200G	22	2	12	24	360
5	2009	CAFE VACUO BOM JESUS 500G EXTRA FORTE	14	2	16	36	-1
5	29471	CALDO APTI 24X19G CARNE	0	0	0	0	0
5	29473	CALDO APTI 24X19G GALINHA	0	0	0	0	0
5	15503	CANUDINHO DITALIA 200G	10	0	6	10	
5	1633	CANUDINHO ITALIANY 200G	38	1	6	10	
5	2183	CAPSULA 3C 80G C 10 ESPRESSO AMENO	40	0	6	16	100
5	2190	CAPSULA 3C 80G C 10 ESPRESSO DECAF	10	0	8	18	42
5	2184	CAPSULA 3C 80G C 10 ESPRESSO VIBRANTE	26	0	8	18	30
5	2216	CAPSULA DOLCE GUSTO 100G C 10 CAFE AU LAIT	31	0	24	36	0
5	2206	CAPSULA DOLCE GUSTO 110G C 10 AU LAIT VANILLA	15	2	12	18	246
5	2234	CAPSULA DOLCE GUSTO 172G C 10 MOCHA CANELA	15	1	18	24	26
5	15687	CEBOL CONS JUREIA CRISTAL 200G	14	1	10	22	4
5	2356	CEBOLA CONSERVA JUREIA TINTO 300G	12	1	11	29	0
5	2358	CEBOLAS CONSERVA PETRY VD 300G	26	1	11	26	16
5	38001	CEREAL MAT DOMELLY DINOCRISPY A CHO	0	0	0	0	0
5	38003	CEREAL MAT DOMELLY DINOCRISPY ACUCA	20	0	10	20	60
5	15762	CESTA BASICA GRD	0	0	7	10	0
5	15765	CESTA BASICA PEQ	0	0	7	10	0
5	37962	CHA BARAO 10G CAMOMILA	118	2	30	60	300
5	37952	CHA BARAO 10G HORTELA	30	0	15	45	180
5	37967	CHA BARAO 13G BOLDO	89	1	18	48	300
5	37961	CHA BARAO 13G CIDREIRA	120	0	15	45	480
5	37959	CHA BARAO 13G ERVA DOCE	119	1	15	45	300
5	37960	CHA BARAO 15G DA NOITE	60	0	15	45	330
5	37945	CHA BARAO MISTO 15G CAMOMILA ERVA DOCE	90	0	15	45	390
5	37963	CHA MISTO BARAO 13G	60	0	30	60	570
5	33369	CHOC BARRA LACTA RECH CARAMELO 104G	68	0	11	28	0
5	1293	CHOC BARRA NESTLE ALPIN AO LEIT 85G	38	0	28	56	0
5	1348	CHOC BATON GAROTO 16G CREME MOR	95	0	24	54	1350
5	35123	CHOC BATON GAROTO 16G DUO	33	0	22	52	0
5	1433	CHOC KIT KAT 41 5G FINGER BRANCO	39	1	22	46	6490
5	1314	CHOC LACTA 145G LAKA	24	0	10	22	0
5	1313	CHOC LACTA 145G LAKA DIAMANTE N	8	0	46	70	0
5	16281	COB COBOP BCO GOTAS 1 01K	12	2	8	18	0
5	1566	COBER KLAIN 1 01KG AO LEITE	0	0	8	20	0
5	1563	COBER KLAIN 1 01KG BRANCO	0	0	6	16	0
5	1568	COBER KLAIN 1 01KG M AMARGO	0	0	8	20	0
5	3387	COCO RALADO ZAM E BOM 50G UMIDO ADOCADO	67	0	50	100	0
5	1687	CONFEITO DISQUETI 100G CHOC BRANCO	35	1	22	52	0
5	3424	CREME LEITE TERRA VIVA TP 200G	8	0	227	308	0
5	37862	CREME LEITE TP DAUS ZERO LACTOSE	79	2	54	81	540
5	2533	DOCE DIFRUTTI 1 010KG FIGO	7	2	6	12	10
5	37855	DOCE N BONN BIG CASEIRAO 3KG	0	0	0	0	6
5	2564	ERVA MATE TAURA 500G TERERE LIMAO	83	2	12	32	
5	2566	ERVA MATE TAURA 500G TERERE MENTA	792	2	12	32	
5	34583	ERVA TERERE BARAO 500G CEREJA	19	1	8	18	0
5	34585	ERVA TERERE BARAO 500G MENTA BLACK	10	0	8	18	0
5	34584	ERVA TERERE BARAO 500G POWER ENERGY	18	2	8	18	82
5	2296	ERVILHA YOKI PARTIDA 400GR	2	1	16	32	64
5	3835	EXT TOM FUGINI SH 190G	36	1	30	66	2279
5	34882	FARINHA AVEIA NATURALE 170G	31	0	18	42	48
5	36979	FARINHA MANDIOCA 500G ROCHA BRANCA	0	0	30	50	0
5	38195	FARINHA MANDIOCA EXTRA FIN ROCHA 1K	40	0	10	20	20
5	38196	FARINHA TAPIOC ROCHA PAO QUEIJ 400G	40	0	20	40	1000
5	37074	FARINHA TAPIOCA ROCHA 400G BATATA	70	0	50	90	480
5	38194	FARINHA TAPIOCA ROCHA COCO 400G	20	0	20	40	900
5	2390	FEIJAO BRANCO ODERICH LT 220G	24	0	12	36	120
5	2320	FEIJAO CARIOCA CALDO OURO 1KG	30	0	18	28	650
5	6054	FERMENTO ITAIQUARA 500G GELADO	2	0	6	10	
5	1902	FONDANT ST ANTONIO 120G LEITE	13	2	12	32	
5	3620	GELATINA NEILAR 20G CEREJA	112	0	84	132	4956
5	2664	GOIABADA CASCAO ST ANTONIO 500G	16	2	8	20	
5	2460	GRAO DE BICO ODERICH LT 220G	31	0	16	40	336
5	38334	GULAO ENALDINHO SABORES 45G	0	0	0	0	0
5	2480	KETCHUP FUGINI SH 300G TRAD	73	0	28	64	32
5	2519	KETCHUP HELLMANNS BISN 380G TRAD	1	2	4	6	264
5	2499	KETCHUP ODERICH BISN 400G PICANTE	24	0	20	44	705
5	35643	KETCHUP SALSARETTI TOP DOWN 380G PICANHA	21	2	11	26	15
5	2676	LEITE PO NINHO LT 280G ZERO LACTOSE	10	0	16	40	0
5	38500	LENTILHA CALDO DE OURO 500G	0	0	0	0	0
5	20364	MAC INST NISSIN TALH 99G BOLON	101	1	70	120	9
5	872	MAIONESE ODERICH BD 3KG	7	0	6	12	0
5	20527	MARIOLA STO ANTONIO 220G	1	1	16	40	
5	38494	MARSHMALLOW FOFS SORVETINHO 160G	0	0	0	0	0
5	2835	MASSA C OVOS GERMANI 500G PARAFUSO	21	0	16	36	239
5	2624	MELADO ST ANTONIO 500G	15	2	8	20	
5	3736	MIST P BOLO FLEISCHMANN 390G COCO	29	2	16	36	11
5	3767	MIST P BOLO NORDESTE 400G FUBA	24	0	12	24	8
5	3776	MIST P BOLO NORDESTE INTEGRAL 400G CRAVO E CANELA	24	0	12	24	35
5	3827	MIST P SAGU NEILAR 150G UVA	24	0	16	28	96
5	38273	MOLHO INGLES SABOR CASEIRO 1 01K	0	0	6	12	36
5	2921	MOLHO PIMENT TRISANTI 250G SWEET CHILI	12	0	6	12	0
5	34569	MOLHO PIMENTA NOVITA 150ML VERMELHA	0	0	12	24	108
5	38274	MOLHO PIMENTA SABOR CASEIRO 1 01K	11	1	6	12	330
5	2951	MOLHO PIMENTA TRISANTI 225G BIQUINHO	8	0	6	12	48
5	2936	MOLHO PIMENTA TRISANTI 225G CASEIRINHO	21	2	6	12	42
5	2938	MOLHO PIMENTA TRISANTI 225G DEDO MOCA C ALH	22	1	6	12	6
5	2932	MOLHO PIMENTA TRISANTI 260G CHIPOTLE	22	1	6	12	48
5	34579	MOLHO SALADA SALSARETTI 235ML CASEIRO	20	1	10	22	12
5	34576	MOLHO SALADA SALSARETTI 235ML FRESH	22	1	10	22	144
5	34577	MOLHO SALADA SALSARETTI 235ML ITALIAN	22	0	10	22	0
5	34578	MOLHO SALADA SALSARETTI 235ML LIMAO	12	0	10	22	108
5	34580	MOLHO SALADA SALSARETTI 235ML PARMESSAO	22	0	10	22	12
5	38275	MOLHO SHOYU SABOR CASEIRO 1 01K	11	1	6	12	300
5	33937	MOLHO TOM SALSARETTI 910G TRITURADO	32	0	8	16	72
5	3851	MOLHO TOM SALSARETTI SH 300G PASSATA RUSTICA	0	0	24	56	160
5	31669	MOST BISN VAL PET 930G	36	2	7	16	411
5	3095	MOSTARDA FUGINI BICO 180G C MEL	33	0	24	56	32
5	983	MOSTARDA ODERICH 7G SH 140U	8	0	7	10	1
5	984	MOSTARDA ODERICH BD 3KG	9	1	6	12	6
5	3099	MOSTARDA ODERICH PREM 250G DIJON	25	0	10	22	59
5	967	OLEO LIZA MILHO 900ML	29	0	16	36	140
5	2403	OVO CODORNA CONS JUREIA 300G PIM BQ	19	1	11	26	105
5	34325	PALITINHO KLAIN 138G PIZZA	8	2	6	10	
5	34329	PALITINHO KLAIN 138G QUEIJO	0	0	6	10	
5	2411	PALMITO CONS JUREIA VD 300G GOURMET TOLETE JUCARA	21	2	9	24	0
5	2400	PALMITO CONS JUREIA VD 300G PICADO PALMEIRA REAL	12	0	10	25	45
5	2409	PALMITO CONS JUREIA VD 300G PUPUNHA TOLETE	16	2	13	28	135
5	2402	PALMITO CONS JUREIA VD 300G RODELA PALMEIRA REAL	13	0	8	14	0
5	2446	PEPINO CONS JUREIA VD 300G AGRIDOCE FATIADO	30	0	11	26	40
5	33441	PEPINO JUREIA TRAD VD 1 8KG	9	2	4	10	18
5	1883	PIRULITO PIETROBON 480G FRAMBOESA	20	0	16	36	1
5	38342	PIRULITO PRINC POP TATTOO 120G MOR	0	0	0	0	0
5	3818	PO P PUDIM NEILAR 30G BAUNILHA	55	1	46	94	96
5	3802	PO P SORVETE APTI 120G ABACAXI	24	0	6	18	132
5	3803	PO P SORVETE APTI 120G CHOC	22	0	20	32	70
5	3805	PO P SORVETE APTI 120G CREME	23	1	12	24	156
5	3807	PO P SORVETE APTI 120G MOR	22	2	12	24	36
5	2311	PORTA FILTRO MELITTA 102	22	2	12	24	0
5	2313	PORTA FILTRO MELITTA 103	24	1	12	24	12
5	1936	RAPAD STO ANTONIO 200G TABLETINHO	31	0	18	48	
5	1956	RAPAD STO ANTONIO 400G AMENDOIM	11	0	18	48	
5	3643	SAL TEMP COMP TOP FEST 200G PIMENTA	13	1	9	24	
5	3649	SAL TEMP COMP TOP FEST 500G S PIMENTA	13	1	9	24	
5	3656	SAL TEMP PARRILLA CAMPERO 500G TRAD	11	0	9	24	
5	2286	SALADA FRUTA ODERICH 450G	14	2	12	24	0
5	36239	SALG BATATA LAYS 108G SAL MARINHO	54	0	0	0	0
5	37812	SALG BATATA LAYS 62G SALT VINEGAR	26	0	0	0	
5	37632	SALG BATATA LAYS 62G SOUR CREAM	78	0	0	0	
5	37616	SALG BATATA LAYS COPA 62G PICANHA	0	0	0	0	
5	37615	SALG BATATA LAYS COPA 62G QJO	26	0	0	0	
5	37612	SALG BATATA LAYS COPA 62G TACO MEXICANO	24	2	0	0	
5	23299	SALG BATATA WHAU ORIG C SAL 50G	24	0	16	40	
5	3201	SALG BATATA YOKITOS OND 45G CEBOLA E SALSA	1	0	22	58	0
5	37629	SALG DORITOS 11OG DINAMITA FLAMIN HOT	0	0	0	0	
5	38140	SALG FANDANGOS CHURRASCO 35G	0	0	56	112	0
5	33697	SALG KEVYTOS PALITO 150G BACON	30	1	20	50	150
5	3234	SALG LAYS LISA 115G SOUR CREAM	15	0	9	24	
5	23396	SALG SNACK DOMELLY POLV 40G CEBOLA E SALSA	24	0	18	42	22
5	23397	SALG SNACK DOMELLY POLV 40G QJO	22	2	18	42	120
5	3329	SALG TOSTITOS 110G SAL MARINHO	24	1	15	40	0
5	2430	SALSICHA PERITIF ODERICH 160G	24	0	22	46	312
5	3433	SOPA CARNE MAGGI 63G CONCHINHAS	0	1	30	50	0
5	3456	SOPAO KITANO 196G FEIJ MAC BACON	8	1	16	40	
5	3455	SOPAO MAGGI 150G GALINHA LEGUMES	31	0	22	46	0
5	3467	TEMP AMACIANTE CARNE KITANO 120G	24	0	16	40	
5	3476	TEMP COLORAU TOP FEST 100G	213	2	9	24	
5	3753	TEMP MAGGI 120G FONDOR	23	0	22	52	0
5	3579	TEMP MISTO CAMPERO 30G BOLONHESA	17	0	9	24	
5	3502	TEMP MISTO CHIMICHURRI TOP FEST 10G	212	0	9	24	
5	38268	TEMP MISTO DUCHEF CAMPERO 10G	0	0	15	30	0
5	3607	TEMP MISTO MIX PIMENTAS CAMPERO 30G	34	2	9	24	
5	3683	TEMP ODERICH 300G ALHO SAL	0	0	24	48	0
5	3760	TEMP TOQUE CHEF 120G GRELHADOS	28	2	16	40	
5	1734	TETA NEGA BEL C 50	7	1	6	12	0
5	2449	TRIGO P KIBE JUREIA 500G	26	1	12	24	58
5	3795	VINAGRE VINHO KOLLER 750ML TINTO	24	0	12	24	0
6	2967	ACHOC APTI PT 210G ZERO	8	2	6	12	0
6	2959	ACHOC PO TODDY SH 1 8KG MAIS ECONOMICA	8	1	6	12	78
6	33213	ACUCAR MASCAVO GASPARIN 1KG	40	0	20	40	840
6	2136	ARROZ BCO JATAI TP3 5KG	32	0	18	24	237
6	2056	ARROZ BCO TRIVIAL TP2 1KG	145	1	22	52	955
6	3011	AVEIA FLOCOS FINOS NATURALE 1KG	24	1	12	24	22
6	38141	AVEIA FLOCOS NESTLE 450G	0	0	18	36	18
6	38548	AZEITONA FATIADA RIVOLI 1 01KG	0	0	0	0	0
6	38546	AZEITONA RIVOLI C CAROCO 1 01KG	0	0	0	0	0
6	38545	AZEITONA RIVOLI C PIMENTAO 1 01KG	0	0	0	0	0
6	38547	AZEITONA S CAROCO RIVOLI 1 01KG	0	0	0	0	0
6	38544	AZEITONA VERDE RIVOLI C CAROCO 500G	0	0	0	0	0
6	2321	AZEITONA VERDE VALE FERTIL SH 100G C CAROCO	51	0	18	42	192
6	1136	BALA B TOFFEES 90G 53 CACAU CHOC	56	0	30	60	0
6	1087	BALA DORI GELATINA 60G BANANA	30	0	12	28	16
6	1188	BALA DORI YOGURT MORANGO 600G	59	2	18	42	23
6	1149	BALA FORTGURT MIX 250G	38	0	28	68	0
6	12807	BALA FRUITTELLA MOR 41G 15UN	28	2	9	24	
6	1829	BALA GOMA DOCILE 250G DENTE VAMPIRO	49	0	10	22	108
6	1832	BALA GOMA DORI GOMETS 700G SINO	13	2	10	22	60
6	1841	BALA GOMA DORI TUBO FRUTAS 32G C 30 TIPO AMERICANA	13	2	10	22	0
6	1224	BALA GOMA GOMUTCHO 1KG AMERIC SORT	8	1	8	18	10
6	1222	BALA GOMA GOMUTCHO 1KG YOGURT	16	0	8	18	0
6	38172	BALA STICK BRUXOLITA Q PINTA 12 3G	0	0	0	0	0
6	1164	BALA TOFFANO 400G TOFFRUT FRAMB	27	1	19	44	25
6	1160	BALA TOFFANO 400G TOFFRUT SORT	46	0	25	50	0
6	1191	BALA TOFFANO 600G FORTGURT	19	0	14	32	0
6	1185	BALA TOFFANO MINT 600G	36	0	18	36	0
6	13071	BAR STO ANT AMENDOBAR WHEY 40G CHOC	149	1	44	116	
6	3324	BARRA CEREAL NATURALE 22G DOCE DE LEITE	281	0	160	320	119
6	3400	BARRA CEREAL RITTER 25G BAN AVEIA MEL	27	0	144	336	0
6	3375	BARRA CEREAL RITTER 25G BROWNIE	25	0	18	42	192
6	3568	BEB 3 CORACOES POWER WHEY 250ML COOKIES	25	0	10	22	229
6	33436	BEBIDA NESCAFE PRO ENERGY 270ML CAPUCCINO CLASS	7	0	16	40	49
6	3589	BEBIDA PARMALAT WHEY 250ML CHOC	2	0	18	36	72
6	1362	BISC CEREALE INTEG 170G CACAU AVEIA MEL	85	0	50	100	0
6	1165	BISC COOKIE BAUDUCCO ORIG 60G	92	0	45	90	0
6	1261	BISC COOKIE LACTA 80G ORIGINAL	61	2	30	60	1
6	1155	BISC COOKIE NESTLE 60G ALPINO GT CHOC	53	0	40	92	52
6	13303	BISC COOKIE NESTLE 60G CHARGE	50	0	40	92	104
6	1150	BISC COOKIE PARATI 60G CHOC	25	0	24	72	785
6	13328	BISC CRACKER PARATI HOT 100PEITO PERU	18	0	14	32	234
6	1355	BISC DOCE DOMELLY 560G GLACE BCO	18	0	10	22	420
6	1304	BISC DOCE DOMELLY PAO DE MEL 250G GLACE	20	0	16	36	720
6	1209	BISC DOCE DOMELLY ROSCA 280G CHOCOLATE	17	0	16	36	360
6	1285	BISC DOCE GERMANI TUTTO FRUTTA 150G MORANGO	11	0	8	18	14
6	1189	BISC DOCE GIRASSOL ROSCA CALDA 250G	51	0	16	38	770
6	13401	BISC DOCE NESTLE CHOCO TRIO 90G AVELA	46	0	36	84	336
6	33692	BISC DOCE SOTT 230G ORELINHA	4	0	6	10	
6	1336	BISC DOCE SOTT DE MILHO 350G	18	2	6	10	
6	1342	BISC DOCE SOTT ROSQUINHA 350G	4	2	6	10	0
6	1335	BISC DOCE SOTT SORTIDA 350G	37	1	6	10	
6	1046	BISC DOCE ZEZE FURA BOLO 180G BAUNILHA	38	0	14	32	0
6	1047	BISC DOCE ZEZE FURA BOLO 180G CHOCOLATE	18	0	14	32	0
6	1048	BISC DOCE ZEZE FURA BOLO 180G LIMAO	34	0	18	36	0
6	1263	BISC DOCE ZEZE MINIDITOS 200G COCO	31	0	14	32	18
6	1064	BISC DOMELLY POLVILHO 80G TRAD	24	0	12	24	253
6	1113	BISC GERMANI BUTTER CRACKER 345G	41	0	40	60	2500
6	1115	BISC GERMANI CRACKER 345G	40	0	20	40	1460
6	1382	BISC INTEGRAL TRIUNFO 135G MIX AVEIA MEL	40	0	28	68	63
6	1505	BISC ISABELA TORTINHAS 140G CHOC BCO GELEIA	56	0	150	300	50
6	1386	BISC JASMINE ROSCA ZERO 120G COCO	15	0	20	40	0
6	1385	BISC JASMINE ROSCA ZERO 120G LAR CENOURA MEL	20	0	16	36	0
6	1418	BISC MAIZENA PIRAQUE 175G	50	2	48	96	48
6	1419	BISC MARIA DOMELLY 300G	20	0	16	36	2100
6	1429	BISC MARIA ORQUIDEA 320G	22	0	16	38	0
6	1432	BISC MARIA PARATI 370G	20	1	16	36	11
6	13397	BISC MILHO CROCANTE KLAIN 240G	0	0	6	10	
6	1390	BISC NESFIT INTEG 160G COCO	98	0	34	82	0
6	1392	BISC NESFIT INTEG 160G MORANGO CEREAIS	48	0	36	84	0
6	1533	BISC RECH BAUDUCCO 108G CHOC	96	0	48	96	192
6	1435	BISC RECH GLUB 100G MORANGO	120	0	30	60	3030
6	1540	BISC RECH OREO 90G BAUNILHA	68	0	34	82	432
6	1475	BISC RECH TRIUNFO TORTINI 90G CHOC	247	0	65	130	713
6	1229	BISC ROSQ GERMANI COCO 350G	39	0	16	36	580
6	1574	BISC SALG PIRAQUE 50G ANEIS CEBOLA	23	0	18	42	24
6	1573	BISC SALG PIRAQUE 50G PEPPERONI	69	0	18	42	72
6	1583	BISC SALG PIRAQUE 60G CEBOLA E SALSA	21	0	20	40	0
6	1572	BISC SALG ZEZE MIGNON 60G ORIGINAL	22	2	18	42	0
6	1093	BISC SOTT BROA POLVILHO DOCE 200G	1	1	6	10	0
6	1331	BISC SOTT GROSTOLI ITALIANO 250G	22	2	6	10	
6	1130	BISC TRIUNFO CREAM CRACKER 164G	64	0	30	70	1759
6	38054	BOMBOM AMOR CARIOCA 900G	0	0	300	600	0
6	13709	BOMBOM LACTA SONHO OURO 220G	31	0	22	52	0
6	3069	CACAU PO APTI 200G	24	0	12	24	10
6	38353	CAFE SOL IGUACU GRAN CLASS VD 160G	48	0	36	48	96
6	2066	CAFE SOL NESCAFE GOLD LT 100G INSTENSO	13	2	10	22	132
6	2067	CAFE SOL NESCAFE GOLD LT 100G SUAVE	23	2	10	22	12
6	2116	CAFE SOL NESCAFE GOLD SH 40G EQUILIBRADO	20	1	18	42	0
6	15182	CAFE SOL NESCAFE MATINAL VD 200G	108	0	36	48	360
6	2003	CAFE VACUO MOIDO 3C GOURMET 250G CERRADO MINEIRO	42	2	16	36	58
6	2001	CAFE VACUO MOIDO 3C GOURMET 250G DARK ROAST	21	0	16	36	16
6	2000	CAFE VACUO MOIDO 3C GOURMET 250G MOGIAN PAULISTA	18	1	16	36	18
6	29471	CALDO APTI 24X19G CARNE	0	0	0	0	0
6	29473	CALDO APTI 24X19G GALINHA	0	0	0	0	0
6	3369	CALDO APTI 57G CARNE	247	1	120	240	119
6	3403	CALDO APTI 57G COSTELA	4	0	120	240	0
6	3367	CALDO APTI 57G REFOGA CASEIRA	182	1	72	192	20
6	3425	CALDO COSTELA APTI 114G	59	0	22	52	29
6	3390	CALDO GALINHA APTI 114G	50	0	22	52	52
6	3384	CALDO GALINHA APTI 57G	1	0	120	240	120
