CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;DEPARTAMENTO;NRO_PEDIDO;DATA;NRO_PED_EXPEDICAO;CARGA;EMBALAGEM;ESTOQUE_DISPONIVEL_CD;QUANTIDADE_A_EXPEDIR;QTD_SEPARADA;QTD_CONFERIDA;DATA_CONFERENCIA;USUARIO_CONFERENCIA;ESTOQUE_DISPONIVEL_LOJA
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56126;;12;1;24;0;0;;;-9
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56123;23886;12;1;24;0;0;04/03/2026;LUIZA;-9
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;23853;12;1;24;0;0;;;-9
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;;12;0;12;0;0;;;31
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;60932;;12;1;48;0;0;;;-9
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;58251;;12;1;24;0;0;;;-9
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;23853;12;0;12;0;0;;;31
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56126;23847;12;1;24;0;0;;;-9
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56123;23886;12;0;12;1;1;04/03/2026;JOCELAINE;31
7;1679;CONFEITO BIBS PASSAS 40G;MERCEARIA;31339;02/03/2026;56123;;72;24;72;0;0;;;59
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;58600;25300;12;1;24;0;0;;;-9
7;21473;PA LIXO SELETA C CABO 80CM DOBRAVEL;PERFUMARIA E LIMPEZA;31339;02/03/2026;56125;;12;1;24;0;0;;;-9
7;5807;ESC DENTAL COLGATE EXTRA CLEAN;PERFUMARIA E LIMPEZA;31339;02/03/2026;56123;;12;0;12;0;0;;;31
7;1679;CONFEITO BIBS PASSAS 40G;MERCEARIA;31339;02/03/2026;56123;23886;72;24;72;0;0;04/03/2026;MARIA;59
13;33968;PAPEL HIG SIRIUS PREMIER FD 20M C12;PERFUMARIA E LIMPEZA;31609;02/03/2026;56291;23858;4;0;80;20;0;13/03/2026;ELTON;-18
13;35992;PAPEL TOALHA SIRIUS CHEF 02UN;PERFUMARIA E LIMPEZA;31609;02/03/2026;56291;23858;12;2948;240;20;0;13/03/2026;ELTON;1405
2;2296;ERVILHA YOKI PARTIDA 400GR;PERECIVEIS;31682;03/03/2026;57885;24830;16;0;16;0;0;;;-1
13;21700;PAPEL HIG SULINO NEUTRO FS FD C 4UN DE 30M;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;16;0;16;1;0;13/03/2026;ELTON;-54
13;24824;TINTURA BELAECOR 147G 6 0 LOURO ESCU;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;6;6;6;0;0;04/03/2026;CAROLINA;0
13;21306;ODORIZ AMAZONIA AROM 270ML SEMENTE;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;1;2;2;0;0;04/03/2026;CAROLINA;10
13;12542;AP VENUS PELE SENS RECAR;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;1;148;2;0;0;;;33
13;22743;RAC SNOW DOG CORD PQ PORT 5K;PRODUTOS PET;31690;03/03/2026;56347;23858;1;350;1;0;0;18/03/2026;RAMIRES;3
13;21682;PAPEL HIG BIANCO NEUTRO FLA SMP 60M 12UN;PERFUMARIA E LIMPEZA;31690;03/03/2026;56347;23858;8;0;8;1;0;13/03/2026;ELTON;4
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;59876;26215;12;10693;120;0;0;;;656
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;58452;25197;12;10693;120;0;0;;;656
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;60385;26614;12;10693;120;10;0;10/03/2026;PAMELA;656
17;1025;BISC AGUA E SAL PARATI 740G;MERCEARIA;31885;03/03/2026;59383;25833;12;10693;120;0;0;;;656
4;7366;PAPEL HIG STYLUS 12 UN DE20M NEUTRO;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;6;0;18;3;0;13/03/2026;ELTON;303
4;9974;PAPEL TOALHA MILI 2UN;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;12;1124;24;2;0;13/03/2026;ELTON;-22
4;7356;PAPEL HIG DUETTO 4 UN DE 30M PERFUMADO;PERFUMARIA E LIMPEZA;32259;04/03/2026;57887;24832;16;0;16;1;0;13/03/2026;ELTON;6
